"STATION,""DATE"",""LATITUDE"",""LONGITUDE"",""ELEVATION"",""NAME"",""TEMP"",""TEMP_ATTRIBUTES"",""DEWP"",""DEWP_ATTRIBUTES"",""SLP"",""SLP_ATTRIBUTES"",""STP"",""STP_ATTRIBUTES"",""VISIB"",""VISIB_ATTRIBUTES"",""WDSP"",""WDSP_ATTRIBUTES"",""MXSPD"",""GUST"",""MAX"",""MAX_ATTRIBUTES"",""MIN"",""MIN_ATTRIBUTES"",""PRCP"",""PRCP_ATTRIBUTES"",""SNDP"",""FRSHTT"""
"72259003927,""2013-03-30"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  66.7"",""24"",""  57.1"",""24"",""1015.6"",""22"",""994.8"",""24"",""  9.4"",""24"","" 10.6"",""24"","" 19.0"","" 25.1"",""  77.0"","" "",""  53.1"","" "","" 0.96"",""G"",""999.9"",""010010"""
"72259003927,""2013-03-31"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  67.4"",""24"",""  57.8"",""24"",""1011.9"",""22"",""991.0"",""24"",""  9.9"",""24"",""  9.1"",""24"","" 22.0"","" 28.0"",""  77.0"","" "",""  54.0"","" "","" 0.01"",""A"",""999.9"",""010000"""
"72259003927,""2013-04-01"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  65.1"",""24"",""  48.2"",""24"",""1015.5"",""24"",""994.4"",""24"","" 10.0"",""24"",""  4.3"",""24"",""  8.9"",""999.9"",""  79.0"","" "",""  52.0"","" "","" 0.00"",""I"",""999.9"",""000000"""
"72259003927,""2013-04-02"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  66.6"",""24"",""  55.9"",""24"",""1013.8"",""21"",""992.9"",""24"",""  9.0"",""24"",""  9.1"",""24"","" 19.0"","" 20.0"",""  79.0"","" "",""  53.1"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-04-03"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  51.2"",""24"",""  45.5"",""24"",""1016.5"",""15"",""995.1"",""24"",""  7.9"",""24"","" 11.8"",""24"","" 18.1"","" 25.1"",""  69.1"","" "",""  46.0"","" "","" 0.56"",""G"",""999.9"",""010010"""
"72259003927,""2013-04-04"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  45.4"",""24"",""  39.9"",""24"",""1020.8"",""15"",""998.8"",""24"",""  8.9"",""24"","" 11.6"",""24"","" 15.9"",""999.9"",""  55.0"","" "",""  42.1"","" "","" 0.41"",""G"",""999.9"",""010000"""
"72259003927,""2013-04-05"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  51.7"",""24"",""  39.8"",""24"",""1021.7"",""24"",""000.2"",""24"","" 10.0"",""24"",""  6.5"",""24"","" 11.1"",""999.9"",""  68.0"","" "",""  39.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-06"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  62.6"",""24"",""  48.4"",""24"",""1014.0"",""24"",""992.8"",""24"","" 10.0"",""24"","" 14.6"",""24"","" 26.0"","" 34.0"",""  73.9"",""*"",""  55.9"",""*"","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-07"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  66.6"",""24"",""  57.4"",""24"",""1010.2"",""22"",""989.3"",""24"","" 10.0"",""24"","" 14.4"",""24"","" 22.0"","" 26.0"",""  75.0"","" "",""  55.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-08"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  70.1"",""24"",""  60.3"",""24"",""1006.0"",""20"",""985.0"",""24"","" 10.0"",""24"","" 17.8"",""24"","" 24.1"","" 33.0"",""  75.0"","" "",""  61.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-09"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  73.1"",""24"",""  62.8"",""24"",""1003.9"",""23"",""983.2"",""24"",""  9.9"",""24"","" 17.5"",""24"","" 24.1"","" 33.0"",""  80.1"","" "",""  64.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-10"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  54.4"",""24"",""  47.7"",""24"",""1008.7"",""20"",""987.8"",""24"",""  8.8"",""24"","" 16.3"",""24"","" 21.0"","" 29.9"",""  79.0"",""*"",""  39.2"",""*"","" 0.01"",""G"",""999.9"",""010010"""
"72259003927,""2013-04-11"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  46.5"",""24"",""  31.6"",""24"",""1013.2"",""24"",""991.7"",""24"","" 10.0"",""24"",""  9.1"",""24"","" 17.1"","" 22.0"",""  73.9"","" "",""  39.0"","" "","" 0.13"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-12"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  57.6"",""24"",""  38.9"",""24"",""1012.3"",""24"",""991.0"",""24"","" 10.0"",""24"",""  3.8"",""24"",""  8.9"",""999.9"",""  75.9"","" "",""  39.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-13"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  65.3"",""24"",""  45.0"",""24"",""1012.4"",""24"",""991.4"",""24"","" 10.0"",""24"",""  8.4"",""24"","" 17.1"","" 22.0"",""  77.0"","" "",""  42.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-14"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  67.7"",""24"",""  52.9"",""24"",""1005.0"",""24"",""984.1"",""24"","" 10.0"",""24"","" 11.9"",""24"","" 20.0"","" 26.0"",""  81.0"","" "",""  55.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-15"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  75.4"",""24"",""  64.5"",""24"",""1003.2"",""24"",""982.6"",""24"",""  9.8"",""24"","" 14.8"",""24"","" 19.0"","" 27.0"",""  86.0"","" "",""  55.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-16"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  77.1"",""24"",""  64.1"",""24"",""1008.1"",""23"",""987.4"",""24"",""  9.0"",""24"","" 14.9"",""24"","" 20.0"","" 26.0"",""  87.1"","" "",""  69.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-17"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  77.9"",""24"",""  66.4"",""24"",""1008.3"",""19"",""987.9"",""24"",""  9.2"",""24"","" 16.7"",""24"","" 27.0"","" 35.9"",""  87.1"","" "",""  71.1"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-04-18"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  61.9"",""24"",""  51.8"",""24"",""1009.3"",""16"",""986.7"",""24"",""  9.5"",""24"","" 20.1"",""24"","" 28.0"","" 36.9"",""  81.0"","" "",""  46.0"","" "","" 0.76"",""G"",""999.9"",""010010"""
"72259003927,""2013-04-19"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  49.7"",""24"",""  29.3"",""24"",""1021.7"",""24"",""000.1"",""24"","" 10.0"",""24"","" 11.0"",""24"","" 22.0"","" 22.9"",""  77.0"","" "",""  39.9"","" "","" 0.08"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-20"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  56.0"",""24"",""  32.0"",""24"",""1020.3"",""24"",""998.8"",""24"","" 10.0"",""24"","" 10.4"",""24"","" 21.0"","" 28.0"",""  71.1"","" "",""  39.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-21"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  60.1"",""24"",""  40.2"",""24"",""1019.2"",""24"",""997.9"",""24"","" 10.0"",""24"",""  9.8"",""24"","" 16.9"","" 18.1"",""  71.1"","" "",""  42.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-22"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  64.3"",""24"",""  49.9"",""24"",""1016.7"",""24"",""995.5"",""24"","" 10.0"",""24"","" 10.5"",""24"","" 21.0"","" 27.0"",""  78.1"","" "",""  50.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-23"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  60.7"",""24"",""  51.8"",""24"",""1012.7"",""22"",""991.3"",""24"",""  9.2"",""24"","" 13.9"",""24"","" 20.0"","" 27.0"",""  78.1"","" "",""  46.0"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-04-24"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  46.3"",""24"",""  33.7"",""24"",""1023.3"",""22"",""001.5"",""24"","" 10.0"",""24"","" 13.6"",""24"","" 22.0"","" 28.9"",""  69.1"","" "",""  37.0"","" "","" 0.03"",""G"",""999.9"",""010000"""
"72259003927,""2013-04-25"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  59.2"",""24"",""  35.5"",""24"",""1025.1"",""24"",""003.5"",""24"","" 10.0"",""24"",""  6.6"",""24"","" 15.0"","" 18.1"",""  73.9"","" "",""  37.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-26"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  66.3"",""24"",""  48.5"",""24"",""1019.4"",""23"",""998.3"",""24"","" 10.0"",""24"","" 11.7"",""24"","" 18.1"","" 26.0"",""  78.1"","" "",""  50.0"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-04-27"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  69.5"",""24"",""  60.1"",""24"",""1016.4"",""21"",""995.3"",""24"","" 10.0"",""24"","" 10.0"",""24"","" 18.1"",""999.9"",""  78.1"","" "",""  62.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-28"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  65.0"",""24"",""  55.6"",""24"",""1014.7"",""23"",""993.8"",""24"",""  9.9"",""24"",""  4.5"",""24"","" 11.1"",""999.9"",""  81.0"","" "",""  52.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-29"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  73.4"",""24"",""  60.0"",""24"",""1010.7"",""24"",""989.8"",""24"","" 10.0"",""24"",""  9.1"",""24"","" 15.0"","" 21.0"",""  84.9"","" "",""  52.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-04-30"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  71.2"",""24"",""  58.7"",""24"",""1008.3"",""21"",""987.6"",""24"","" 10.0"",""24"",""  9.9"",""24"","" 18.1"","" 22.0"",""  84.9"","" "",""  59.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-01"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  71.9"",""24"",""  62.5"",""24"",""1009.3"",""24"",""988.6"",""24"",""  8.2"",""24"",""  8.3"",""24"","" 14.0"","" 19.0"",""  82.0"","" "",""  59.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-02"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  59.0"",""24"",""  49.5"",""24"",""1019.2"",""22"",""998.1"",""24"",""  9.3"",""24"","" 16.8"",""24"","" 28.0"","" 34.0"",""  80.1"",""*"",""  44.1"",""*"","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-05-03"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  50.6"",""24"",""  30.1"",""24"",""1024.2"",""24"",""002.2"",""24"","" 10.0"",""24"","" 17.2"",""24"","" 24.1"","" 32.1"",""  68.0"","" "",""  39.0"","" "","" 0.02"",""G"",""999.9"",""010000"""
"72259003927,""2013-05-04"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  58.9"",""24"",""  29.9"",""24"",""1014.7"",""24"",""993.3"",""24"","" 10.0"",""24"",""  8.0"",""24"","" 21.0"","" 28.9"",""  73.9"","" "",""  39.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-05"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  57.3"",""24"",""  37.1"",""24"",""1017.6"",""24"",""996.3"",""24"","" 10.0"",""24"","" 10.4"",""24"","" 15.0"","" 20.0"",""  73.9"","" "",""  42.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-06"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  62.8"",""24"",""  46.7"",""24"",""1018.0"",""24"",""996.5"",""24"","" 10.0"",""24"",""  4.8"",""24"",""  8.0"",""999.9"",""  77.0"","" "",""  46.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-07"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  70.9"",""24"",""  50.8"",""24"",""1016.0"",""24"",""994.8"",""24"","" 10.0"",""24"",""  4.3"",""24"",""  8.9"",""999.9"",""  84.0"","" "",""  48.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-08"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  74.2"",""24"",""  52.0"",""24"",""1013.3"",""24"",""992.3"",""24"","" 10.0"",""24"","" 10.4"",""24"","" 19.0"","" 26.0"",""  84.9"","" "",""  57.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-09"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  72.1"",""24"",""  59.5"",""24"",""1011.8"",""24"",""991.0"",""24"",""  9.7"",""24"","" 11.4"",""24"","" 17.1"","" 22.0"",""  84.9"","" "",""  61.0"","" "","" 0.00"",""G"",""999.9"",""010010"""
"72259003927,""2013-05-10"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  70.5"",""24"",""  62.8"",""24"",""1012.7"",""17"",""991.9"",""24"",""  6.5"",""24"",""  5.4"",""24"","" 12.0"",""999.9"",""  82.0"","" "",""  64.9"","" "","" 0.22"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-11"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  71.3"",""24"",""  51.8"",""24"",""1017.8"",""24"",""996.7"",""24"","" 10.0"",""24"","" 10.4"",""24"","" 17.1"","" 25.1"",""  82.0"","" "",""  60.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-12"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  68.1"",""24"",""  40.0"",""24"",""1021.9"",""24"",""000.7"",""24"","" 10.0"",""24"",""  7.5"",""24"","" 14.0"","" 18.1"",""  81.0"","" "",""  53.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-13"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  70.2"",""24"",""  42.2"",""24"",""1021.2"",""24"",""999.9"",""24"","" 10.0"",""24"",""  9.1"",""24"","" 15.0"","" 21.0"",""  88.0"","" "",""  53.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-14"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  75.0"",""24"",""  51.3"",""24"",""1018.8"",""24"",""997.6"",""24"","" 10.0"",""24"","" 11.9"",""24"","" 19.0"","" 28.0"",""  88.0"","" "",""  54.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-15"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  74.1"",""24"",""  62.4"",""24"",""1014.1"",""22"",""992.8"",""24"",""  9.9"",""24"","" 14.4"",""24"","" 20.0"","" 28.0"",""  87.1"","" "",""  60.1"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-05-16"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  70.0"",""24"",""  64.3"",""24"",""1007.8"",""14"",""987.0"",""24"",""  8.9"",""24"","" 13.1"",""24"","" 35.9"","" 51.1"",""  82.0"","" "",""  62.1"","" "","" 1.56"",""G"",""999.9"",""110010"""
"72259003927,""2013-05-17"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  78.4"",""24"",""  69.9"",""24"",""1008.3"",""22"",""987.6"",""24"",""  7.9"",""24"","" 10.2"",""24"","" 20.0"","" 25.1"",""  90.0"","" "",""  62.1"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-05-18"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  82.0"",""24"",""  69.1"",""24"",""1009.0"",""24"",""988.4"",""24"",""  8.1"",""24"","" 13.5"",""24"","" 20.0"","" 28.9"",""  91.9"","" "",""  72.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-19"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  80.8"",""24"",""  66.4"",""24"",""1006.9"",""24"",""986.3"",""24"",""  9.8"",""24"","" 18.3"",""24"","" 25.1"","" 34.0"",""  91.9"","" "",""  71.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-20"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  81.5"",""24"",""  67.2"",""24"",""1006.0"",""24"",""985.5"",""24"","" 10.0"",""24"","" 19.5"",""24"","" 25.1"","" 34.0"",""  90.0"","" "",""  71.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-21"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  76.9"",""24"",""  66.6"",""24"",""1005.8"",""21"",""985.4"",""24"",""  9.7"",""24"","" 14.2"",""24"","" 33.0"","" 42.0"",""  90.0"","" "",""  61.0"","" "","" 0.00"",""G"",""999.9"",""010010"""
"72259003927,""2013-05-22"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  67.1"",""24"",""  56.1"",""24"",""1011.0"",""23"",""990.1"",""24"",""  9.7"",""24"",""  4.4"",""24"",""  9.9"",""999.9"",""  84.9"","" "",""  53.1"","" "","" 0.68"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-23"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  76.4"",""24"",""  65.1"",""24"",""1012.9"",""21"",""992.2"",""24"",""  8.2"",""24"",""  7.9"",""24"","" 14.0"","" 18.1"",""  86.0"",""*"",""  69.1"",""*"","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-24"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  78.8"",""24"",""  69.1"",""24"",""1016.8"",""23"",""996.2"",""24"",""  9.4"",""24"",""  7.5"",""24"","" 13.0"",""999.9"",""  86.0"","" "",""  69.1"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-05-25"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  73.0"",""24"",""  66.4"",""24"",""1018.8"",""21"",""998.0"",""24"","" 10.0"",""24"",""  8.5"",""24"","" 22.0"","" 31.1"",""  84.0"","" "",""  66.9"","" "","" 0.22"",""G"",""999.9"",""010010"""
"72259003927,""2013-05-26"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  75.7"",""24"",""  68.6"",""24"",""1016.1"",""21"",""995.3"",""24"",""  9.8"",""24"","" 10.0"",""24"","" 15.9"","" 21.0"",""  86.0"","" "",""  66.9"","" "","" 0.24"",""G"",""999.9"",""010000"""
"72259003927,""2013-05-27"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  78.1"",""24"",""  66.8"",""24"",""1012.5"",""23"",""991.8"",""24"","" 10.0"",""24"","" 14.7"",""24"","" 18.1"","" 28.0"",""  86.0"","" "",""  72.0"","" "","" 0.01"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-28"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  79.1"",""24"",""  65.8"",""24"",""1009.1"",""23"",""988.5"",""24"","" 10.0"",""24"","" 15.9"",""24"","" 21.0"","" 29.9"",""  84.9"","" "",""  72.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-05-29"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  78.4"",""24"",""  67.3"",""24"",""1007.2"",""22"",""986.5"",""24"","" 10.0"",""24"","" 16.7"",""24"","" 32.1"","" 44.1"",""  84.9"","" "",""  72.0"","" "","" 0.00"",""G"",""999.9"",""010010"""
"72259003927,""2013-05-30"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  78.2"",""24"",""  69.2"",""24"",""1006.2"",""20"",""985.7"",""24"",""  9.8"",""24"","" 18.7"",""24"","" 27.0"","" 32.1"",""  89.1"","" "",""  71.1"","" "","" 0.23"",""G"",""999.9"",""010010"""
"72259003927,""2013-05-31"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  82.3"",""24"",""  70.7"",""24"",""1006.7"",""22"",""986.2"",""24"","" 10.0"",""24"","" 16.8"",""24"","" 22.0"","" 31.1"",""  90.0"","" "",""  73.9"","" "","" 0.00"",""G"",""999.9"",""010000"""
"72259003927,""2013-06-01"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  81.3"",""24"",""  69.8"",""24"",""1007.3"",""23"",""986.9"",""24"","" 10.0"",""24"","" 16.5"",""24"","" 22.9"","" 31.1"",""  90.0"","" "",""  75.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-02"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  75.6"",""24"",""  58.0"",""24"",""1014.9"",""24"",""994.0"",""24"","" 10.0"",""24"",""  9.2"",""24"","" 12.0"","" 17.1"",""  87.1"","" "",""  64.9"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-03"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  73.9"",""24"",""  54.7"",""24"",""1013.5"",""24"",""992.5"",""24"","" 10.0"",""24"",""  6.0"",""24"","" 11.1"",""999.9"",""  90.0"","" "",""  62.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-04"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  80.1"",""24"",""  62.3"",""24"",""1010.3"",""24"",""989.5"",""24"","" 10.0"",""24"","" 11.6"",""24"","" 18.1"","" 26.0"",""  91.9"","" "",""  62.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-05"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  82.2"",""24"",""  65.9"",""24"",""1009.8"",""24"",""989.0"",""24"","" 10.0"",""24"",""  9.8"",""24"","" 14.0"","" 28.0"",""  91.9"","" "",""  71.1"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-06"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  76.8"",""24"",""  66.3"",""24"",""1009.9"",""23"",""989.4"",""24"",""  9.5"",""24"",""  7.6"",""24"","" 15.9"","" 28.0"",""  90.0"","" "",""  70.0"","" "","" 0.15"",""G"",""999.9"",""010010"""
"72259003927,""2013-06-07"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  73.6"",""24"",""  59.0"",""24"",""1013.5"",""24"",""992.5"",""24"","" 10.0"",""24"",""  6.6"",""24"","" 12.0"","" 17.1"",""  84.0"","" "",""  63.0"","" "","" 0.07"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-08"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  76.1"",""24"",""  55.7"",""24"",""1011.8"",""24"",""990.9"",""24"","" 10.0"",""24"",""  6.6"",""24"","" 15.9"","" 20.0"",""  88.0"","" "",""  63.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-09"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  78.4"",""24"",""  63.9"",""24"",""1010.6"",""23"",""990.0"",""24"",""  9.4"",""24"",""  9.7"",""24"","" 17.1"","" 22.9"",""  88.0"","" "",""  64.9"","" "","" 0.76"",""G"",""999.9"",""010010"""
"72259003927,""2013-06-10"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  82.4"",""24"",""  65.4"",""24"",""1012.5"",""17"",""991.7"",""24"","" 10.0"",""24"",""  7.5"",""24"","" 15.0"","" 22.0"",""  97.0"","" "",""  68.0"","" "","" 0.36"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-11"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  84.4"",""24"",""  66.5"",""24"",""1014.2"",""18"",""993.0"",""24"","" 10.0"",""24"","" 10.2"",""24"","" 15.9"","" 24.1"",""  97.0"","" "",""  75.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
"72259003927,""2013-06-12"",""32.8978"",""-97.0189"",""170.7"",""DAL FTW WSCMO AIRPORT, TX US"",""  84.4"",""24"",""  69.0"",""24"",""1014.4"",""24"",""993.7"",""24"","" 10.0"",""24"","" 11.1"",""24"","" 14.0"","" 21.0"",""  93.9"","" "",""  75.0"","" "","" 0.00"",""G"",""999.9"",""000000"""
